movieId,title,genres,imdbId,tmdbId,summary,score,cast,director,stars,popularity_score,num_critic_reviews,num_user_reviews
71,Fair Game (1995),Action,113010,11859.0,"Fair Game: Directed by Andrew Sipes. With William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald. Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",4.3,William Baldwin|Cindy Crawford|Steven Berkoff,Andrew Sipes,William Baldwin|Cindy Crawford|Steven Berkoff,,52.0,69.0
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,"Kicking and Screaming: Directed by Noah Baumbach. With Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach. A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",6.7,Josh Hamilton|Eric Stoltz|Samuel Gould,Noah Baumbach,Josh Hamilton|Eric Stoltz|Samuel Gould,,37.0,82.0
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,"Les misérables: Directed by Claude Lelouch. With Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salomé Lelouch. A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.",7.5,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines,Claude Lelouch,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines,,13.0,43.0
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,"Bed of Roses: Directed by Michael Goldenberg. With Christian Slater, Mary Stuart Masterson, Pamela Adlon, Josh Brolin. Romantic drama about a young career girl who is swept off her feet by a shy florist who fell in love with her after one glimpse through a shadowy window.",6.0,Christian Slater|Mary Stuart Masterson|Pamela Adlon,Michael Goldenberg,Christian Slater|Mary Stuart Masterson|Pamela Adlon,,29.0,50.0
75,Big Bully (1996),Comedy|Drama,115676,36929.0,"Big Bully: Directed by Steve Miner. With Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane. A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",4.7,Rick Moranis|Tom Arnold|Julianne Phillips,Steve Miner,Rick Moranis|Tom Arnold|Julianne Phillips,,8.0,31.0
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,"Screamers: Directed by Christian Duguay. With Peter Weller, Roy Dupuis, Jennifer Rubin, Andy Lauer. A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",6.3,Peter Weller|Roy Dupuis|Jennifer Rubin,Christian Duguay,Peter Weller|Roy Dupuis|Jennifer Rubin,,74.0,167.0
77,Nico Icon (1995),Documentary,113973,124626.0,"Nico Icon: Directed by Susanne Ofteringer. With Nico, Tina Aumont, Christian Päffgen, Edith Boulogne. A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",7.2,Nico|Tina Aumont|Christian Päffgen,Susanne Ofteringer,Nico|Tina Aumont|Christian Päffgen,,17.0,14.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,"The Crossing Guard: Directed by Sean Penn. With Jack Nicholson, David Morse, Anjelica Huston, Robin Wright. Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.",6.3,Jack Nicholson|David Morse|Anjelica Huston,Sean Penn,Jack Nicholson|David Morse|Anjelica Huston,,45.0,79.0
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,"The Juror: Directed by Brian Gibson. With Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, James Gandolfini. A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.",5.7,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt,Brian Gibson,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt,,35.0,74.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,"Badkonake sefid: Directed by Jafar Panahi. With Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy, Anna Borkowska. Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.",7.6,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadre Orafaiy,Jafar Panahi,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadre Orafaiy,,27.0,44.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,"Things to Do in Denver When You're Dead: Directed by Gary Fleder. With Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn. Five different criminals face imminent death after botching a job quite badly.",6.7,Andy Garcia|Christopher Walken|Christopher Lloyd,Gary Fleder,Andy Garcia|Christopher Walken|Christopher Lloyd,,45.0,167.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,"Antonia: Directed by Marleen Gorris. With Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop. A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",7.4,Willeke van Ammelrooy|Jan Decleir|Veerle van Overloop,Marleen Gorris,Willeke van Ammelrooy|Jan Decleir|Veerle van Overloop,,25.0,81.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,"Once Upon a Time... When We Were Colored: Directed by Tim Reid. With Al Freeman Jr., Phylicia Rashad, Leon, Paula Kelly. A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.",7.4,Al Freeman Jr.|Phylicia Rashad|Leon,Tim Reid,Al Freeman Jr.|Phylicia Rashad|Leon,,8.0,9.0
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,"Angels and Insects: Directed by Philip Haas. With Mark Rylance, Kristin Scott Thomas, Patsy Kensit, Jeremy Kemp. In the 1800s a naturalist marries into a family of British country gentry.",6.8,Mark Rylance|Kristin Scott Thomas|Patsy Kensit,Philip Haas,Mark Rylance|Kristin Scott Thomas|Patsy Kensit,,37.0,63.0
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,"White Squall: Directed by Ridley Scott. With Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf. Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.",6.6,Jeff Bridges|Caroline Goodall|John Savage,Ridley Scott,Jeff Bridges|Caroline Goodall|John Savage,,35.0,103.0
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,"Dunston Checks In: Directed by Ken Kwapis. With Jason Alexander, Faye Dunaway, Eric Lloyd, Rupert Everett. A young boy befriends a larcenous orangutan in a luxury hotel.",5.3,Jason Alexander|Faye Dunaway|Eric Lloyd,Ken Kwapis,Jason Alexander|Faye Dunaway|Eric Lloyd,,24.0,45.0
88,Black Sheep (1996),Comedy,115697,13997.0,"Black Sheep: Directed by Penelope Spheeris. With Chris Farley, David Spade, Tim Matheson, Christine Ebersole. A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.",6.2,Chris Farley|David Spade|Tim Matheson,Penelope Spheeris,Chris Farley|David Spade|Tim Matheson,,26.0,91.0
89,Nick of Time (1995),Action|Thriller,113972,2086.0,"Nick of Time: Directed by John Badham. With Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken. An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",6.3,Johnny Depp|Christopher Walken|Courtney Chase,John Badham,Johnny Depp|Christopher Walken|Courtney Chase,,35.0,161.0
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,"Mary Reilly: Directed by Stephen Frears. With Julia Roberts, John Malkovich, George Cole, Michael Gambon. A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",5.8,Julia Roberts|John Malkovich|George Cole,Stephen Frears,Julia Roberts|John Malkovich|George Cole,,55.0,107.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,"Vampire in Brooklyn: Directed by Wes Craven. With Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison. A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",4.6,Eddie Murphy|Vernon Lynch|Charlie Murphy,Wes Craven,Eddie Murphy|Angela Bassett|Allen Payne,,41.0,86.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,"Beautiful Girls: Directed by Ted Demme. With Matt Dillon, Noah Emmerich, Annabeth Gish, Lauren Holly. A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.",7.1,Matt Dillon|Timothy Hutton|Noah Emmerich,Ted Demme,Matt Dillon|Timothy Hutton|Noah Emmerich,,67.0,210.0
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,"Broken Arrow: Directed by John Woo. With John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo. Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.",6.1,John Travolta|Christian Slater|Samantha Mathis,John Woo,John Travolta|Christian Slater|Samantha Mathis,,90.0,238.0
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,"In the Bleak Midwinter: Directed by Kenneth Branagh. With Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell. A group of theatre actors plays ""Hamlet"" in a provincial village, faced with their own temptations, disappointments, and joys.",7.2,Michael Maloney|Richard Briers|Hetta Charnley,Kenneth Branagh,Michael Maloney|Richard Briers|Hetta Charnley,,16.0,39.0
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,"La haine: Directed by Mathieu Kassovitz. With Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili. 24 hours in the lives of three young men in the French suburbs the day after a violent riot.",8.1,Vincent Cassel|Hubert Koundé|Saïd Taghmaoui,Mathieu Kassovitz,Vincent Cassel|Hubert Koundé|Saïd Taghmaoui,,92.0,262.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,"Heidi Fleiss: Hollywood Madam: Directed by Nick Broomfield. With Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer. A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",6.6,Nick Broomfield|Nina Xining Zuo|Madam Alex,Nick Broomfield,Nick Broomfield|Nina Xining Zuo|Madam Alex,,14.0,12.0
100,City Hall (1996),Drama|Thriller,115907,11062.0,"City Hall: Directed by Harold Becker. With Al Pacino, John Cusack, Bridget Fonda, Danny Aiello. The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",6.2,Ken Lipper|Paul Schrader|Nicholas Pileggi,Harold Becker,Al Pacino|John Cusack|Bridget Fonda,,44.0,74.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,"Bottle Rocket: Directed by Wes Anderson. With Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler. Three friends plan to pull off a simple robbery and go on the run.",6.9,Luke Wilson|Owen Wilson|Ned Dowd,Wes Anderson,Luke Wilson|Owen Wilson|Ned Dowd,,94.0,222.0
102,Mr. Wrong (1996),Comedy,117102,47475.0,"Mr. Wrong: Directed by Nick Castle. With Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell. A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.",3.8,Ellen DeGeneres|Bill Pullman|Joan Cusack,Nick Castle,Ellen DeGeneres|Bill Pullman|Joan Cusack,,16.0,74.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,"Unforgettable: Directed by John Dahl. With Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald. A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case.",6.0,Ray Liotta|Linda Fiorentino|Peter Coyote,John Dahl,Ray Liotta|Linda Fiorentino|Peter Coyote,,30.0,32.0
104,Happy Gilmore (1996),Comedy,116483,9614.0,"Happy Gilmore: Directed by Dennis Dugan. With Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay. A rejected hockey player puts his skills to the golf course to save his grandmother's house.",7.0,Adam Sandler|Christopher McDonald|Julie Bowen,Dennis Dugan,Adam Sandler|Christopher McDonald|Julie Bowen,743.0,72.0,387.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,"The Bridges of Madison County: Directed by Clint Eastwood. With Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak. Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.",7.6,Clint Eastwood|Meryl Streep|Annie Corley,Clint Eastwood,Clint Eastwood|Meryl Streep|Annie Corley,,79.0,298.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,"Keiner liebt mich: Directed by Doris Dörrie. With Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar. On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",7.2,Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au,Doris Dörrie,Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au,,10.0,7.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,"Muppet Treasure Island: Directed by Brian Henson, David Lane. With Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop. The Muppets' twist on the classic tale.",6.9,Robert Louis Stevenson|Jerry Juhl|Kirk R. Thatcher,Brian Henson,Tim Curry|Billy Connolly|Jennifer Saunders,,58.0,81.0
108,Catwalk (1996),Documentary,112646,89333.0,"Catwalk: Directed by Robert Leacock. With Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann. A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's unveilings to another. Extended footage looks at Versace and Armani in Milan, Galliano, Gaultier, and Langerfeld in Paris, and Isaac Mizrahi in New York. With Kate Moss, Naomi Campbell, and Turlington, we see the nature of friendships among models. With the engaging Mizrahi in particular, there's some exploration of the relationship between designer and models.",6.9,Christy Turlington|Azzedine Alaïa|Giorgio Armani,Robert Leacock,Christy Turlington|Azzedine Alaïa|Giorgio Armani,,7.0,2.0
110,Braveheart (1995),Action|Drama|War,112573,197.0,"Braveheart: Directed by Mel Gibson. With James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo. Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.",8.4,Mel Gibson|Sophie Marceau|Patrick McGoohan,Mel Gibson,Mel Gibson|Sophie Marceau|Patrick McGoohan,529.0,152.0,
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,"Taxi Driver: Directed by Martin Scorsese. With Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito. A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",8.2,Robert De Niro|Jodie Foster|Cybill Shepherd,Martin Scorsese,Robert De Niro|Jodie Foster|Cybill Shepherd,201.0,308.0,
